"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"1962","Estonia","Total","Females","Number","685,707",""
"1962","Ireland","Total","Females","Number","1,405,900",""
"1962","Greece","Total","Females","Number","4,311,290",""
"1962","Spain","Total","Females","Number","15,865,674",""
"1962","France","Total","Females","Number",":",""
"1962","France (metropolitan)","Total","Females","Number","23,870,070",""
"1962","Croatia","Total","Females","Number",":",""
"1962","Italy","Total","Females","Number","25,869,700",""
"1962","Cyprus","Total","Females","Number","291,900",""
"1962","Latvia","Total","Females","Number",":",""
"1962","Lithuania","Total","Females","Number",":",""
"1962","Luxembourg","Total","Females","Number","161,500",""
"1962","Hungary","Total","Females","Number","5,198,464",""
"1962","Malta","Total","Females","Number",":",""
"1962","Netherlands","Total","Females","Number","5,883,048",""
"1962","Austria","Total","Females","Number","3,794,130",""
"1962","Poland","Total","Females","Number",":",""
"1962","Portugal","Total","Females","Number","4,675,540",""
"1962","Romania","Total","Females","Number",":",""
"1962","Slovenia","Total","Females","Number",":",""
"1962","Slovakia","Total","Females","Number","2,131,222",""
"1962","Finland","Total","Females","Number","2,317,914",""
"1962","Sweden","Total","Females","Number","3,778,988",""
"1962","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1962","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1962","European Free Trade Association","Total","Females","Number","4,752,608",""
"1962","Iceland","Total","Females","Number","89,410",""
"1962","Liechtenstein","Total","Females","Number","8,695",""
"1962","Norway","Total","Females","Number","1,818,629",""
"1962","Switzerland","Total","Females","Number","2,835,874",""
"1962","United Kingdom","Total","Females","Number","27,400,000",""
"1962","Montenegro","Total","Females","Number",":",""
"1962","North Macedonia","Total","Females","Number",":",""
"1962","Albania","Total","Females","Number",":",""
"1962","Serbia","Total","Females","Number",":",""
"1962","Turkey","Total","Females","Number","13,943,430",""
"1962","Andorra","Total","Females","Number",":",""
"1962","Belarus","Total","Females","Number",":",""
"1962","Bosnia and Herzegovina","Total","Females","Number",":",""
"1962","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1962","Moldova","Total","Females","Number",":",""
"1962","Monaco","Total","Females","Number",":",""
"1962","Russia","Total","Females","Number",":",""
"1962","San Marino","Total","Females","Number",":",""
"1962","Ukraine","Total","Females","Number",":",""
"1962","Armenia","Total","Females","Number",":",""
"1962","Azerbaijan","Total","Females","Number",":",""
"1962","Georgia","Total","Females","Number",":",""
"1963","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1963","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1963","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1963","Euro area - 19 countries  (from 2015)","Total","Females","Number",":",""
"1963","Euro area - 18 countries (2014)","Total","Females","Number",":",""
"1963","Belgium","Total","Females","Number","4,721,909",""
"1963","Bulgaria","Total","Females","Number","4,027,480",""
"1963","Czechia","Total","Females","Number","4,966,815",""
"1963","Denmark","Total","Females","Number","2,352,150",""
"1963","Germany (until 1990 former territory of the FRG)","Total","Females","Number","30,219,000",""
"1963","Germany including former GDR","Total","Females","Number","39,610,931",""
"1963","Estonia","Total","Females","Number","692,418",""
"1963","Ireland","Total","Females","Number","1,414,800",""
"1963","Greece","Total","Females","Number","4,348,312",""
"1963","Spain","Total","Females","Number","15,984,967",""
"1963","France","Total","Females","Number",":",""
"1963","France (metropolitan)","Total","Females","Number","24,424,823",""
"1963","Croatia","Total","Females","Number",":",""
"1963","Italy","Total","Females","Number","26,059,500",""
"1963","Cyprus","Total","Females","Number","293,900",""
"1963","Latvia","Total","Females","Number",":",""
"1963","Lithuania","Total","Females","Number",":",""
"1963","Luxembourg","Total","Females","Number","163,600",""
"1963","Hungary","Total","Females","Number","5,208,343",""
"1963","Malta","Total","Females","Number",":",""
"1963","Netherlands","Total","Females","Number","5,966,151",""
"1963","Austria","Total","Females","Number","3,814,191",""
"1963","Poland","Total","Females","Number",":",""
"1963","Portugal","Total","Females","Number","4,703,980",""
"1963","Romania","Total","Females","Number",":",""
"1963","Slovenia","Total","Females","Number",":",""
"1963","Slovakia","Total","Females","Number","2,152,520",""
"1963","Finland","Total","Females","Number","2,332,974",""
"1963","Sweden","Total","Females","Number","3,798,896",""
"1963","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1963","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1963","European Free Trade Association","Total","Females","Number","4,831,931",""
"1963","Iceland","Total","Females","Number","90,989",""
"1963","Liechtenstein","Total","Females","Number","8,981",""
"1963","Norway","Total","Females","Number","1,832,860",""
"1963","Switzerland","Total","Females","Number","2,899,101",""
"1963","United Kingdom","Total","Females","Number","27,500,000",""
"1963","Montenegro","Total","Females","Number",":",""
"1963","North Macedonia","Total","Females","Number",":",""
"1963","Albania","Total","Females","Number",":",""
"1963","Serbia","Total","Females","Number",":",""
"1963","Turkey","Total","Females","Number","14,301,507",""
"1963","Andorra","Total","Females","Number",":",""
"1963","Belarus","Total","Females","Number",":",""
"1963","Bosnia and Herzegovina","Total","Females","Number",":",""
"1963","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1963","Moldova","Total","Females","Number",":",""
"1963","Monaco","Total","Females","Number",":",""
"1963","Russia","Total","Females","Number",":",""
"1963","San Marino","Total","Females","Number",":",""
"1963","Ukraine","Total","Females","Number",":",""
"1963","Armenia","Total","Females","Number",":",""
"1963","Azerbaijan","Total","Females","Number",":",""
"1963","Georgia","Total","Females","Number",":",""
"1964","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1964","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1964","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1964","Euro area - 19 countries  (from 2015)","Total","Females","Number",":",""
"1964","Euro area - 18 countries (2014)","Total","Females","Number",":",""
"1964","Belgium","Total","Females","Number","4,757,001",""
"1964","Bulgaria","Total","Females","Number","4,059,726",""
"1964","Czechia","Total","Females","Number","4,995,380",""
"1964","Denmark","Total","Females","Number","2,371,255",""
"1964","Germany (until 1990 former territory of the FRG)","Total","Females","Number","30,512,921",""
"1964","Germany including former GDR","Total","Females","Number","39,909,522",""
"1964","Estonia","Total","Females","Number","700,330",""
"1964","Ireland","Total","Females","Number","1,422,300",""
"1964","Greece","Total","Females","Number","4,352,132",""
"1964","Spain","Total","Females","Number","16,121,618",""
"1964","France","Total","Females","Number",":",""
"1964","France (metropolitan)","Total","Females","Number","24,669,703",""
"1964","Croatia","Total","Females","Number",":",""
"1964","Italy","Total","Females","Number","26,257,200",""
"1964","Cyprus","Total","Females","Number","297,300",""
"1964","Latvia","Total","Females","Number",":",""
"1964","Lithuania","Total","Females","Number",":",""
"1964","Luxembourg","Total","Females","Number","165,100",""
"1964","Hungary","Total","Females","Number","5,223,820",""
"1964","Malta","Total","Females","Number",":",""
"1964","Netherlands","Total","Females","Number","6,040,594",""
"1964","Austria","Total","Females","Number","3,836,415",""
"1964","Poland","Total","Females","Number",":",""
"1964","Portugal","Total","Females","Number","4,713,080",""
"1964","Romania","Total","Females","Number",":",""
"1964","Slovenia","Total","Females","Number",":",""
"1964","Slovakia","Total","Females","Number","2,175,236",""
"1964","Finland","Total","Females","Number","2,348,766",""
"1964","Sweden","Total","Females","Number","3,821,808",""
"1964","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1964","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1964","European Free Trade Association","Total","Females","Number","4,900,539",""
"1964","Iceland","Total","Females","Number","92,606",""
"1964","Liechtenstein","Total","Females","Number","9,223",""
"1964","Norway","Total","Females","Number","1,846,436",""
"1964","Switzerland","Total","Females","Number","2,952,274",""
"1964","United Kingdom","Total","Females","Number","27,700,000",""
"1964","Montenegro","Total","Females","Number",":",""
"1964","North Macedonia","Total","Females","Number",":",""
"1964","Albania","Total","Females","Number",":",""
"1964","Serbia","Total","Females","Number",":",""
"1964","Turkey","Total","Females","Number","14,681,761",""
"1964","Andorra","Total","Females","Number",":",""
"1964","Belarus","Total","Females","Number",":",""
"1964","Bosnia and Herzegovina","Total","Females","Number",":",""
"1964","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1964","Moldova","Total","Females","Number",":",""
"1964","Monaco","Total","Females","Number",":",""
"1964","Russia","Total","Females","Number",":",""
"1964","San Marino","Total","Females","Number",":",""
"1964","Ukraine","Total","Females","Number",":",""
"1964","Armenia","Total","Females","Number",":",""
"1964","Azerbaijan","Total","Females","Number",":",""
"1964","Georgia","Total","Females","Number",":",""
"1965","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1965","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1965","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1965","Euro area - 19 countries  (from 2015)","Total","Females","Number",":",""
"1965","Euro area - 18 countries (2014)","Total","Females","Number",":",""
"1965","Belgium","Total","Females","Number","4,800,240",""
"1965","Bulgaria","Total","Females","Number","4,092,536",""
"1965","Czechia","Total","Females","Number","5,023,767",""
"1965","Denmark","Total","Females","Number","2,390,631",""
"1965","Germany (until 1990 former territory of the FRG)","Total","Females","Number","30,822,719",""
"1965","Germany including former GDR","Total","Females","Number","40,078,216",""
"1965","Estonia","Total","Females","Number","708,120",""
"1965","Ireland","Total","Females","Number","1,428,500",""
"1965","Greece","Total","Females","Number","4,388,771",""
"1965","Spain","Total","Females","Number","16,279,822",""
"1965","France","Total","Females","Number",":",""
"1965","France (metropolitan)","Total","Females","Number","24,921,578",""
"1965","Croatia","Total","Females","Number",":",""
"1965","Italy","Total","Females","Number","26,498,800",""
"1965","Cyprus","Total","Females","Number","298,200",""
"1965","Latvia","Total","Females","Number",":",""
"1965","Lithuania","Total","Females","Number",":",""
"1965","Luxembourg","Total","Females","Number","167,500",""
"1965","Hungary","Total","Females","Number","5,238,653",""
"1965","Malta","Total","Females","Number",":",""
"1965","Netherlands","Total","Females","Number","6,121,740",""
"1965","Austria","Total","Females","Number","3,857,760",""
"1965","Poland","Total","Females","Number","16,132,500",""
"1965","Portugal","Total","Females","Number","4,721,610",""
"1965","Romania","Total","Females","Number",":",""
"1965","Slovenia","Total","Females","Number",":",""
"1965","Slovakia","Total","Females","Number","2,198,365",""
"1965","Finland","Total","Females","Number","2,357,227",""
"1965","Sweden","Total","Females","Number","3,854,303",""
"1965","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1965","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1965","European Free Trade Association","Total","Females","Number","4,955,172",""
"1965","Iceland","Total","Females","Number","94,332",""
"1965","Liechtenstein","Total","Females","Number","9,460",""
"1965","Norway","Total","Females","Number","1,860,591",""
"1965","Switzerland","Total","Females","Number","2,990,789",""
"1965","United Kingdom","Total","Females","Number","27,900,000",""
"1965","Montenegro","Total","Females","Number",":",""
"1965","North Macedonia","Total","Females","Number",":",""
"1965","Albania","Total","Females","Number",":",""
"1965","Serbia","Total","Females","Number",":",""
"1965","Turkey","Total","Females","Number","15,085,597",""
"1965","Andorra","Total","Females","Number",":",""
"1965","Belarus","Total","Females","Number",":",""
"1965","Bosnia and Herzegovina","Total","Females","Number",":",""
"1965","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1965","Moldova","Total","Females","Number",":",""
"1965","Monaco","Total","Females","Number",":",""
"1965","Russia","Total","Females","Number",":",""
"1965","San Marino","Total","Females","Number",":",""
"1965","Ukraine","Total","Females","Number",":",""
"1965","Armenia","Total","Females","Number",":",""
"1965","Azerbaijan","Total","Females","Number",":",""
"1965","Georgia","Total","Females","Number",":",""
"1966","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1966","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1966","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1966","Euro area - 19 countries  (from 2015)","Total","Females","Number",":",""
"1966","Euro area - 18 countries (2014)","Total","Females","Number",":",""
"1966","Belgium","Total","Females","Number","4,837,409",""
"1966","Bulgaria","Total","Females","Number","4,114,958",""
"1966","Czechia","Total","Females","Number","5,046,795",""
"1966","Denmark","Total","Females","Number","2,409,799",""
"1966","Germany (until 1990 former territory of the FRG)","Total","Females","Number","31,125,574",""
"1966","Germany including former GDR","Total","Females","Number","40,385,630",""
"1966","Estonia","Total","Females","Number","714,321",""
"1966","Ireland","Total","Females","Number","1,433,800",""
"1966","Greece","Total","Females","Number","4,397,054",""
"1966","Spain","Total","Females","Number","16,448,322",""
"1966","France","Total","Females","Number",":",""
"1966","France (metropolitan)","Total","Females","Number","25,120,445",""
"1966","Croatia","Total","Females","Number",":",""
"1966","Italy","Total","Females","Number","26,710,200",""
"1966","Cyprus","Total","Females","Number","301,100",""
"1966","Latvia","Total","Females","Number",":",""
"1966","Lithuania","Total","Females","Number",":",""
"1966","Luxembourg","Total","Females","Number","169,100",""
"1966","Hungary","Total","Females","Number","5,250,423",""
"1966","Malta","Total","Females","Number",":",""
"1966","Netherlands","Total","Females","Number","6,198,911",""
"1966","Austria","Total","Females","Number","3,876,559",""
"1966","Poland","Total","Females","Number",":",""
"1966","Portugal","Total","Females","Number","4,699,810",""
"1966","Romania","Total","Females","Number",":",""
"1966","Slovenia","Total","Females","Number",":",""
"1966","Slovakia","Total","Females","Number","2,219,563",""
"1966","Finland","Total","Females","Number","2,362,646",""
"1966","Sweden","Total","Females","Number","3,890,033",""
"1966","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1966","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1966","European Free Trade Association","Total","Females","Number","4,997,740",""
"1966","Iceland","Total","Females","Number","95,906",""
"1966","Liechtenstein","Total","Females","Number","9,704",""
"1966","Norway","Total","Females","Number","1,875,388",""
"1966","Switzerland","Total","Females","Number","3,016,742",""
"1966","United Kingdom","Total","Females","Number","28,056,700",""
"1966","Montenegro","Total","Females","Number",":",""
"1966","North Macedonia","Total","Females","Number",":",""
"1966","Albania","Total","Females","Number",":",""
"1966","Serbia","Total","Females","Number",":",""
"1966","Turkey","Total","Females","Number","15,471,242",""
"1966","Andorra","Total","Females","Number",":",""
"1966","Belarus","Total","Females","Number",":",""
"1966","Bosnia and Herzegovina","Total","Females","Number",":",""
"1966","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1966","Moldova","Total","Females","Number",":",""
"1966","Monaco","Total","Females","Number",":",""
"1966","Russia","Total","Females","Number",":",""
"1966","San Marino","Total","Females","Number",":",""
"1966","Ukraine","Total","Females","Number",":",""
"1966","Armenia","Total","Females","Number",":",""
"1966","Azerbaijan","Total","Females","Number",":",""
"1966","Georgia","Total","Females","Number",":",""
"1967","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1967","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1967","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1967","Euro area - 19 countries  (from 2015)","Total","Females","Number",":",""
"1967","Euro area - 18 countries (2014)","Total","Females","Number",":",""
"1967","Belgium","Total","Females","Number","4,868,944",""
"1967","Bulgaria","Total","Females","Number","4,142,041",""
"1967","Czechia","Total","Females","Number","5,066,048",""
"1967","Denmark","Total","Females","Number","2,430,202",""
"1967","Germany (until 1990 former territory of the FRG)","Total","Females","Number","31,393,339",""
"1967","Germany including former GDR","Total","Females","Number","40,656,464",""
"1967","Estonia","Total","Females","Number","718,459",""
"1967","Ireland","Total","Females","Number","1,440,800",""
"1967","Greece","Total","Females","Number","4,451,418",""
"1967","Spain","Total","Females","Number","16,559,515",""
"1967","France","Total","Females","Number",":",""
"1967","France (metropolitan)","Total","Females","Number","25,331,362",""
"1967","Croatia","Total","Females","Number",":",""
"1967","Italy","Total","Females","Number","26,916,800",""
"1967","Cyprus","Total","Females","Number","303,100",""
"1967","Latvia","Total","Females","Number",":",""
"1967","Lithuania","Total","Females","Number",":",""
"1967","Luxembourg","Total","Females","Number","170,215",""
"1967","Hungary","Total","Females","Number","5,267,515",""
"1967","Malta","Total","Females","Number",":",""
"1967","Netherlands","Total","Females","Number","6,273,255",""
"1967","Austria","Total","Females","Number","3,899,799",""
"1967","Poland","Total","Females","Number",":",""
"1967","Portugal","Total","Females","Number","4,667,200",""
"1967","Romania","Total","Females","Number",":",""
"1967","Slovenia","Total","Females","Number",":",""
"1967","Slovakia","Total","Females","Number","2,240,366",""
"1967","Finland","Total","Females","Number","2,373,241",""
"1967","Sweden","Total","Females","Number","3,923,918",""
"1967","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1967","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1967","European Free Trade Association","Total","Females","Number","5,049,569",""
"1967","Iceland","Total","Females","Number","97,525",""
"1967","Liechtenstein","Total","Females","Number","9,969",""
"1967","Norway","Total","Females","Number","1,892,519",""
"1967","Switzerland","Total","Females","Number","3,049,556",""
"1967","United Kingdom","Total","Females","Number","28,208,600",""
"1967","Montenegro","Total","Females","Number",":",""
"1967","North Macedonia","Total","Females","Number",":",""
"1967","Albania","Total","Females","Number",":",""
"1967","Serbia","Total","Females","Number",":",""
"1967","Turkey","Total","Females","Number","15,876,225",""
"1967","Andorra","Total","Females","Number",":",""
"1967","Belarus","Total","Females","Number",":",""
"1967","Bosnia and Herzegovina","Total","Females","Number",":",""
"1967","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1967","Moldova","Total","Females","Number",":",""
"1967","Monaco","Total","Females","Number",":",""
"1967","Russia","Total","Females","Number",":",""
"1967","San Marino","Total","Females","Number",":",""
"1967","Ukraine","Total","Females","Number",":",""
"1967","Armenia","Total","Females","Number",":",""
"1967","Azerbaijan","Total","Females","Number",":",""
"1967","Georgia","Total","Females","Number",":",""
"1968","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1968","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1968","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1968","Euro area - 19 countries  (from 2015)","Total","Females","Number",":",""
"1968","Euro area - 18 countries (2014)","Total","Females","Number",":",""
"1968","Belgium","Total","Females","Number","4,897,385",""
"1968","Bulgaria","Total","Females","Number","4,167,280",""
"1968","Czechia","Total","Females","Number","5,079,721",""
"1968","Denmark","Total","Females","Number","2,448,014",""
"1968","Germany (until 1990 former territory of the FRG)","Total","Females","Number","31,529,981",""
"1968","Germany including former GDR","Total","Females","Number","40,789,960",""
"1968","Estonia","Total","Females","Number","722,117",""
"1968","Ireland","Total","Females","Number","1,447,200",""
"1968","Greece","Total","Females","Number","4,462,034",""
"1968","Spain","Total","Females","Number","16,848,661",""
"1968","France","Total","Females","Number",":",""
"1968","France (metropolitan)","Total","Females","Number","25,509,706",""
"1968","Croatia","Total","Females","Number",":",""
"1968","Italy","Total","Females","Number","27,106,400",""
"1968","Cyprus","Total","Females","Number","305,900",""
"1968","Latvia","Total","Females","Number",":",""
"1968","Lithuania","Total","Females","Number",":",""
"1968","Luxembourg","Total","Females","Number","171,000",""
"1968","Hungary","Total","Females","Number","5,286,439",""
"1968","Malta","Total","Females","Number",":",""
"1968","Netherlands","Total","Females","Number","6,344,070",""
"1968","Austria","Total","Females","Number","3,922,359",""
"1968","Poland","Total","Females","Number",":",""
"1968","Portugal","Total","Females","Number","4,632,820",""
"1968","Romania","Total","Females","Number","10,050,227",""
"1968","Slovenia","Total","Females","Number",":",""
"1968","Slovakia","Total","Females","Number","2,258,823",""
"1968","Finland","Total","Females","Number","2,387,057",""
"1968","Sweden","Total","Females","Number","3,950,551",""
"1968","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1968","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1968","European Free Trade Association","Total","Females","Number","5,105,880",""
"1968","Iceland","Total","Females","Number","98,979",""
"1968","Liechtenstein","Total","Females","Number","10,217",""
"1968","Norway","Total","Females","Number","1,908,839",""
"1968","Switzerland","Total","Females","Number","3,087,845",""
"1968","United Kingdom","Total","Females","Number","28,357,500",""
"1968","Montenegro","Total","Females","Number",":",""
"1968","North Macedonia","Total","Females","Number",":",""
"1968","Albania","Total","Females","Number",":",""
"1968","Serbia","Total","Females","Number",":",""
"1968","Turkey","Total","Females","Number","16,301,597",""
"1968","Andorra","Total","Females","Number",":",""
"1968","Belarus","Total","Females","Number",":",""
"1968","Bosnia and Herzegovina","Total","Females","Number",":",""
